,0,1,2
0,0.507080078125,0.576171875,2033.0
1,0.507080078125,0.576171875,2033.0
2,0.559326171875,0.561279296875,2034.0
3,0.559326171875,0.561279296875,2034.0
4,0.5927734375,0.525146484375,2036.0
5,0.5927734375,0.525146484375,2036.0
6,0.603759765625,0.47705078125,2041.0
7,0.603759765625,0.47705078125,2041.0
8,0.58837890625,0.431884765625,2050.0
9,0.58837890625,0.431884765625,2050.0
10,0.547607421875,0.39453125,2029.0
11,0.547607421875,0.39453125,2029.0
12,0.49365234375,0.375244140625,2035.0
13,0.49365234375,0.375244140625,2035.0
14,0.436279296875,0.375244140625,2035.0
15,0.436279296875,0.376953125,2036.0
16,0.3896484375,0.398681640625,2026.0
17,0.3896484375,0.398681640625,2026.0
18,0.3896484375,0.398681640625,2026.0
19,0.36767578125,0.43359375,2035.0
20,0.36767578125,0.43359375,2035.0
21,0.351318359375,0.47705078125,2035.0
22,0.351318359375,0.47705078125,2035.0
23,0.365478515625,0.517822265625,2029.0
24,0.365478515625,0.517822265625,2029.0
25,0.397216796875,0.55078125,2034.0
26,0.397216796875,0.55078125,2034.0
27,0.4453125,0.55078125,2034.0
28,0.4453125,0.55078125,2034.0
29,0.50341796875,0.578369140625,2029.0
30,0.50341796875,0.578369140625,2029.0
31,0.5537109375,0.56201171875,2044.0
32,0.5537109375,0.56201171875,2044.0
33,0.5537109375,0.56201171875,2044.0
34,0.592529296875,0.5283203125,2041.0
35,0.592529296875,0.5283203125,2041.0
36,0.60400390625,0.482666015625,2036.0
37,0.60400390625,0.482666015625,2036.0
38,0.58984375,0.434814453125,2030.0
39,0.58984375,0.434814453125,2030.0
40,0.55078125,0.386962890625,2048.0
41,0.55078125,0.386962890625,2048.0
42,0.49853515625,0.376220703125,2034.0
43,0.49853515625,0.376220703125,2034.0
44,0.43896484375,0.37744140625,2035.0
45,0.43896484375,0.37744140625,2035.0
46,0.3427734375,0.395751953125,2016.0
47,0.3427734375,0.395751953125,2016.0
48,0.36279296875,0.4306640625,2041.0
49,0.36279296875,0.4306640625,2041.0
50,0.36279296875,0.4306640625,2041.0
51,0.3505859375,0.47314453125,2056.0
52,0.3505859375,0.47314453125,2056.0
53,0.365234375,0.514892578125,2052.0
54,0.365234375,0.514892578125,2052.0
55,0.394775390625,0.5517578125,2043.0
56,0.394775390625,0.5517578125,2043.0
57,0.4443359375,0.57275390625,2036.0
58,0.4443359375,0.57275390625,2036.0
59,0.498046875,0.580322265625,2035.0
60,0.498046875,0.580322265625,2035.0
61,0.55126953125,0.56396484375,2043.0
62,0.55126953125,0.56396484375,2043.0
63,0.589111328125,0.533203125,2043.0
64,0.589111328125,0.533203125,2043.0
65,0.60595703125,0.4833984375,2044.0
66,0.60595703125,0.4833984375,2044.0
67,0.60595703125,0.4833984375,2044.0
68,0.5908203125,0.436767578125,2050.0
69,0.5908203125,0.436767578125,2050.0
70,0.552978515625,0.403564453125,2033.0
71,0.552978515625,0.403564453125,2033.0
72,0.500244140625,0.3759765625,2037.0
73,0.500244140625,0.3759765625,2037.0
74,0.441650390625,0.379150390625,2038.0
75,0.441650390625,0.379150390625,2038.0
76,0.3916015625,0.39794921875,2029.0
77,0.3916015625,0.39794921875,2029.0
78,0.3603515625,0.43212890625,2041.0
79,0.3603515625,0.43212890625,2041.0
80,0.350830078125,0.4716796875,2048.0
81,0.350830078125,0.4716796875,2048.0
82,0.364013671875,0.513427734375,2038.0
83,0.364013671875,0.513427734375,2038.0
84,0.364013671875,0.513427734375,2038.0
85,0.394775390625,0.541015625,2041.0
86,0.394775390625,0.541015625,2041.0
87,0.441650390625,0.574951171875,2041.0
88,0.441650390625,0.574951171875,2041.0
89,0.4970703125,0.578369140625,2041.0
90,0.4970703125,0.578369140625,2035.0
91,0.55126953125,0.565673828125,2035.0
92,0.55126953125,0.565673828125,2035.0
93,0.589111328125,0.5302734375,2042.0
